id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words
nluds-2132,Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars. How much money does he have total?,15,13,24,,,,,
nluds-2133,Debby received twenty-one text messages before noon and another eighteen after noon. How many text messages did Debby receive total?,16,16,27,,,,,
nluds-2134,At the fair Amy started with thirty-three tickets and then bought twenty-one more. How many tickets did Amy have total?,11,13,,,,,,
nluds-2135,Mike collected seventy-one cans to recycle on Monday and twenty-seven more on Tuesday. How many cans did Mike collect all together?,15,15,23,,,,,
nluds-2136,A baker already had seventy-eight cakes but made nine extra. How many cakes did the baker have total?,12,19,19,,,,,
nluds-2137,A pet store had sixty-four birds that talked and thirteen that didn't. How many birds did the pet store have total?,14,13,21,,,,,
nluds-2138,"At the zoo Zoe took sixty-seven pictures. If her sister took another seventeen pictures,. how many did they take total?",11,14,28,,,,,
nluds-2139,At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets. How many tickets did Henry have total?,12,11,22,,,,,
nluds-2140,Katie had seventy-two DS games and her friend had twenty-three games. How many do they have total?,13,14,25,,,,,
nluds-2141,Sam was playing basketball with his friend. Sam scored seventy-five points and his friend scored twelve points. How many points did they score total?,7,8,25,,,,,
nluds-2142,While exercising Paul did fifty-nine push-ups in the morning and thirty-eight more in the afternoon. How many push-ups did Paul do total?,17,17,24,,,,,
nluds-2143,A farmer planted twenty seeds on Wednesday and another two seeds on Thursday. How many seeds did he plant total?,16,16,28,,,,,
nluds-2144,Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?,18,18,27,,,,,
nluds-2145,Jerry walked nine miles on Monday and nine more on Tuesday. How many miles did Jerry walk?,8,21,,,,,,
nluds-2146,Gwen had ten fish and her sister had five fish. How many fish did they have total?,37,17,,,,,,
nluds-2147,Victor had $10. For his allowance he got another $8. How much money does he have total?,14,21,,,,,,
nluds-2148,For Halloween Frank got ten pounds of candy and Gwen got seven pounds of candy. What is the combined weight they received?,14,14,19,,,,,
nluds-2149,Roger was packing up his old toys. He filled eleven boxes with action figures and two boxes with old games. How many boxes did he pack total?,16,16,24,,,,,
nluds-2150,A store sold eight cold drinks and three hot drinks. How many drinks did they sell total?,13,13,22,,,,,
nluds-2151,"A pet store had six kittens. If they got another three kittens,. how many would they have total?",13,11,20,,,,,
nluds-2152,"Faye had seven books. If she bought twelve more at a yard sale,. how many would she have total?",13,12,18,,,,,
nluds-2153,John has twelve shirts. Later he bought four more shirts. How many shirts does John have total?,13,12,19,,,,,
nluds-2154,Robin drank seven bottles of water in the morning and seven in the afternoon. How many bottles did Robin drink total?,7,7,10,,,,,
nluds-2155,Roger went to the movies fifteen times last year and three times this year. How many times did Roger go to the movies all together?,18,18,32,,,,,
nluds-2156,"Olivia picked up sixteen pieces of paper from the floor. If Edward picked up three pieces,. how many did they pick up total?",18,16,40,,,,,
nluds-2157,Victor had nine books. During the book fair he bought three more. How many books did Victor have total?,14,20,28,,,,,
nluds-2158,Katie had twelve pencils in her desk and three more in her backpack. How many did she have total?,15,22,21,,,,,
nluds-2159,"Debby had twelve pounds of flour. If she bought another four pounds,. how many pounds would she have total?",14,11,16,,,,,
nluds-2160,At the fair Haley went on six rides in the day and three at night. How many rides did Haley go on total?,20,23,,,,,,
nluds-2161,"Lana had eleven DS games. If she bought two more games,. how many would she have total?",15,17,35,,,,,
nluds-2162,Jerry owned seven video games. For his birthday he got two more. How many games did Jerry have total?,14,15,26,,,,,
nluds-2163,A clown gave away eleven balloons to girls and three balloons to boys. How many balloons did he give away total?,14,14,35,,,,,
nluds-2164,There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?,17,24,39,,,,,
nluds-2165,Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,19,,,,,,,
nluds-2166,For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now?,28,48,,,,,,
nluds-2167,"A waiter had 47 customers to wait on. If 41 customers left and he got another 20 customers,. how many customers would he have?",14,10,12,32,,,,
nluds-2168,"For the school bake sale Katie made 26 cupcakes. If she sold 20 of them and then made 20 more,. how many cupcakes would she have?",11,11,34,,,,,
nluds-2169,"Adam had 5 dollars. At the store he spent $2 on a new game. If he got another 5 dollars for his allowance,. how much money does he have now?",14,14,23,10,,,,
nluds-2170,"Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level,. how many lives would she have?",12,14,15,,,,,
nluds-2171,"A teacher had 38 worksheets to grade. If she graded 4, but then another 15 were turned in,. how many worksheets would she have to grade?",18,30,32,,,,,
nluds-2172,"A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin,. how many books would be in the bin?",15,11,31,,,,,
nluds-2173,"Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more,. how many would she have total?",16,21,23,,,,,
nluds-2174,"Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books,. how many books would Adam have?",21,28,26,,,,,
nluds-2175,"At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line,. how many people would be in line?",12,7,7,,,,,
nluds-2176,In fourth grade there were 35 students at the start of the year. During the year 10 students left and 10 new students came to school. How many students were in fourth grade at the end?,10,27,34,,,,,
nluds-2177,"Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs,. how many songs does she have on her mp3 player?",13,12,12,24,,,,
nluds-2178,"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more,. how many apples would they have?",10,18,13,25,,,,
nluds-2179,"Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day,. how many carrots would she have total?",13,21,22,,,,,
nluds-2180,"John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones,. how many socks would he have?",26,24,,,,,,
nluds-2181,"Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more,. how many bottles would she have?",16,16,23,24,,,,
nluds-2182,"Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom,. how much money would he have?",22,24,27,,,,,
nluds-2183,"A florist had 50 roses. If she sold 15 of them and then later picked 21 more,. how many roses would she have?",27,26,,,,,,
nluds-2184,"At the arcade Dave won 11 tickets. If he spent 5 tickets on a beanie and later won 10 more tickets,. how many would he have?",16,16,32,,,,,
nluds-2185,"A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin,. how many would be in the bin?",14,16,18,23,,,,
nluds-2186,"Vanessa uploaded twenty-three pictures from her phone and seven from her camera to Facebook. If she sorted the pics into five different albums with the same amount of pics in each album,. how many pictures were in each of the albums?",17,29,22,,,,,
nluds-2187,"For a birthday party Cody bought thirty regular sodas and five diet sodas. If his fridge would only hold seven on each shelf,. how many shelves would he fill up?",13,13,16,30,,,,
nluds-2188,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week,. how long would the money last him?",43,30,,,,,,
nluds-2189,"The school's baseball team had two new players and twenty-two returning players. If the coach put them into groups with three players in each group,. how many groups would there be?",28,24,27,,,,,
nluds-2190,"Kaleb had saved up thirty-nine dollars. If he received another twenty-five dollars for his allowance,. how many eight dollar toys could he buy?",11,10,15,16,,,,
nluds-2191,"The school's debate team had thirty-one boys and thirty-two girls on it. If they were split into groups of nine,. how many groups could they make?",20,50,,,,,,
