id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words
chal-691,Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days. How many hours does he spend on learning chinese in all?,17,23,,,
chal-692,The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys. How much more does a jersey cost than a t-shirt?,28,28,12,,
chal-693,Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first?,18,43,16,,
chal-694,Haley grew 14 trees in her backyard. After a typhoon 9 died. How many more trees died in the typhoon than those that survived?,14,15,19,,
chal-695,He has 9 apples more than Adam and Jackie together do. Adam and Jackie have 7 apples between them. How many apples does He have?,27,14,34,,
chal-696,Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left. How many more files than apps does he have left on the phone?,17,17,36,,
chal-697,Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs. How many eggs does Rebecca have?,29,42,,,
chal-698,"Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon?",16,16,39,,
chal-699,Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets. How many total action figures could his shelves hold?,24,28,30,,
chal-700,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake. How many more packs of cookie did she buy over cake?,36,12,,,
chal-701,Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese?,14,14,19,,
chal-702,David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches. How many crunches did David do?,10,14,10,14,
chal-703,The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches. How much farther did the frog jump than the grasshopper?,11,11,21,,
chal-704,Paul had 50 books. After buying some in a garage sale he had 151 left. How many books did he buy?,15,23,,,
chal-705,If they are already at 659 feet and the cave is 762 feet deep. How much farther until they reach the end of the cave?,23,15,17,15,
chal-706,Katie had 78 new games and 86 old games. Her friends had 48 new games. How many new games do they have together?,24,29,21,,
chal-707,Josh had 19 marbles in his collection. He lost 11 marbles and found 5 new ones. How many marbles does he have now?,11,10,11,33,
chal-708,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now. How many action figures did he add to the shelf?,19,19,29,,
chal-709,Rachel has 52 apple trees. She picked 2 apples from 1 of her trees. Now the tree has 7 apples still on it. How many apples did the tree have to begin with?,21,31,38,,
chal-710,We ordered 9 pizzas. Each pizza has 10 slices. If there are 2 of us. How many slices of pizza does each of us get if distributed equally?,10,13,23,,
chal-711,Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon. How many emails did Jack receive in the afternoon?,18,43,,,
chal-712,A grocery store had 19 bottles of diet soda and 60 bottles of regular soda. How many more bottles of regular soda than diet soda did they have?,42,16,,,
chal-713,A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long. How many more pages does the second chapter have than the third chapter?,13,13,13,17,
chal-714,Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left. How many blocks did he use to build the tower?,10,11,34,,
chal-715,Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes. How many students suggested bacon?,29,32,23,,
chal-716,A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customers. How many customers left?,19,15,24,,
chal-717,Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday. How many hours does he spend on learning chinese?,11,15,21,15,11
chal-718,A book has 2 chapters across 81 pages. The second chapter is 68 pages long. How many pages are in the second chapter?,15,27,32,,
chal-719,White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total. How many white t - shirts does each package have?,11,29,,,
chal-720,Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries. How many more cakes than pastries did baker make?,41,16,,,
chal-721,Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms. How much does she weigh now?,10,15,14,,
chal-722,Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,16,15,12,,
chal-723,Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left. How many files did he delete?,14,22,18,,
chal-724,If you had 33 cookies and each bag has 11 cookies. How many bags of cookies do you have?,24,31,,,
chal-725,He then went to see the oranges being harvested. He found out that they harvest 66 sacks per day and that each sack containes 25 oranges. How many oranges will they have after 87 days of harvest?,15,27,33,,
chal-726,Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left?,11,15,27,,
chal-727,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 90 chocolate chip cookies yesterday and 51 raisin cookies and 484 chocolate chip cookies this morning. How many chocolate chip cookies did Helen bake?,15,18,27,,
chal-728,There were 13 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 12 roses. There are now 21 roses in the vase. How many roses are left in the garden?,23,18,21,,
chal-729,Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now. How many action figures did he have initially on the shelf?,19,30,32,,
chal-730,A book has 2 chapters across 23 pages. The first chapter is 10 pages long. How many pages are in the first chapter?,25,11,28,,
chal-731,Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now. How many more books did he sell than he bought?,11,18,18,16,
chal-732,Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons. How many balloons did Jake bring to the park?,19,11,13,20,
chal-733,There are 270 students in a school. If the school has 5 students in each grades and each grade has the same number of students. How many grades are there in total?,25,18,,,
chal-734,After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier. How many bottle caps did he find at the park?,15,32,32,,
chal-735,A mailman has to give 32 pieces of junk mail to each of the 55 blocks. If he gives 8 mails to each house in a block. How many houses are there in a block?,21,30,35,,
chal-736,Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away to asia and 62 bird families flew away to africa. How many more bird families flew away to africa than those that flew away to asia?,24,16,17,,
chal-737,Paul got a box of 65 crayons for his birthday. During the school year he gave 213 crayons to his friends while he lost 16 crayons. How many crayons had been lost or given away?,17,19,18,,
chal-738,Rachel had to complete 5 pages of math homework and yet more pages of reading homework. If she had to complete a total of 7 pages of homework. How many pages of reading homework did she have to complete?,25,26,21,,
chal-739,Brenda's mother made cookies for 5. She prepared 22 cookies but had to throw away 17 cookies. If each of them had the same number of cookies. How many did each of them have?,24,27,18,,
chal-740,There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase. How many more roses than orchids are there in the vase now?,14,14,19,,
chal-741,He had a total of 40 saltwater animals in different aquariums. Each aquarium has 2 animals in it. How many aquariums did he have?,15,26,,,
chal-742,Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. If he learns for 5 days. How many hours does he spend on learning english and chinese in all?,16,16,23,18,
chal-743,Rachel picked 7 apples from her tree. Thereafter 2 new apples grew on the tree. Now the tree has 6 apples still on it. How many apples did the tree have to begin with?,17,30,14,,
